,GradCAM,GradCAMPP,Saliency,DeconvNet,GradientInput,GuidedBackprop,IntegratedGradients,SmoothGrad,SquareGrad,VarGrad,Occlusion,Rise,KernelShap,Lime
Deletion,7.696067094802855,1.8751935164133708,1.796722412109375,1.875585913658142,1.8748559554417927,1.874864896138509,1.9400018453598022,1.8097541729609172,1.8748768170674641,1.835823655128479,1.8752255042394002,1.8748537699381511,1.8367093801498413,1.8752749760945637
Insertion,4.80520745118459,1.797935167948405,1.8097291390101113,1.7707163095474243,1.8365252017974854,1.8748523791631062,1.837038199106852,1.8102920055389404,1.8110994497934978,1.8752608696619668,1.7974440256754558,1.797664761543274,1.796695590019226,1.7977482080459595
MuFidelity,31.69582804044088,21.109487215677895,21.09879573186239,20.876941879590355,20.757855574289955,20.82318683465322,21.008832057317097,20.772175987561546,20.82565426826477,20.678691466649376,20.92600107192993,20.892600218454994,20.926779508590695,20.95221976439158
CosSim,0.10420958201090494,0.0,0.1432629426320394,0.0,0.07811605930328369,0.03906667232513428,0.0650991996129354,0.06511211395263672,0.0,0.10415772596995035,0.039067864418029785,0.0,0.039089322090148926,0.03908693790435791
SSIM,0.4165359338124593,0.41661540667215985,0.35150488217671716,1.354045073191325,1.3550601402918496,1.3544028997421262,1.2889395157496133,1.3279914855957033,1.2893191973368325,1.328368584314982,0.3515104452768961,0.4274090131123861,0.4816736777623495,0.3905409574508667
Conciseness,0.0,0.0,0.0,0.10424772898356119,0.0,0.0,0.07812738418579102,0.13023714224497476,0.0390857458114624,0.0,0.06509522596995035,0.0,0.10414958000183105,0.0
F1,1.328014930089315,1.3544464111328125,1.393087307612101,1.8096554279327393,1.7445592085520427,1.7706783612569172,1.6798877716064453,1.744973063468933,1.8097021182378132,1.7836970090866089,1.354448994000753,1.3540510336558025,1.4582159121831257,1.3283459345499673
MAE,0.1822932561238607,0.18230160077412924,0.20835280418395996,0.27346690495808923,0.20833929379781085,0.07809102535247803,0.14323155085245767,0.27341127395629883,0.27394195397694904,0.20833889643351236,0.20835657914479574,0.20834088325500488,0.2734464406967163,0.2083420753479004
IoU,1.3157476981480918,1.1587238311767578,1.2238254149754841,1.6664749383926392,1.601334810256958,1.4719704786936443,1.6013914346694946,1.7321699857711792,1.6404316822687786,1.6408459345499675,1.250577767690023,1.2498758236567178,1.2498662869135537,1.2897904713948567
PR,1.329400142033895,1.4200363556543987,1.289333701133728,1.8097468217213948,1.744598150253296,1.6800912221272788,1.6534908612569172,1.679520606994629,1.744624376296997,1.8087414900461833,1.2889458735783894,1.3289183378219604,1.2502557039260864,1.2498829762140908
RE,1.3930883010228476,1.2889560063680015,1.224370797475179,1.6799612840016682,1.679989496866862,1.8097545703252156,1.8097120523452759,1.7446545759836831,1.6795521974563599,1.8103615442911782,1.3293659687042236,1.2498913208643596,1.3540518283843994,1.2889530261357627
EBPG,0.0,0.03906667232513428,0.1432595650355021,0.14326691627502441,0.06512304147084555,0.1302778720855713,0.0,0.13028879960378012,0.14323711395263672,0.03906548023223877,0.039061903953552246,0.14331698417663574,0.1041660706202189,0.10422190030415854
RRA,0.07812380790710449,0.10416706403096518,0.06510317325592041,0.0651101271311442,0.10417441527048746,0.0390625,0.0,0.03906846046447754,0.13021429379781085,0.10417163372039795,0.06511112054189047,0.13020733992258707,0.13021528720855713,0.16927282015482584
cpa!=,0.20832479000091553,0.20831207434336346,0.208283265431722,0.1431894302368164,0.14318605264027914,0.2733486890792846,0.2734388907750448,0.2733455101648966,0.14320194721221924,0.14322479565938315,0.2082995573679606,0.07805526256561279,0.07811367511749268,0.07807493209838867
cpl!=,0.06508727868398032,0.10415732860565186,0.10415593783060709,0.14322598775227866,0.20833114782969156,0.07812738418579102,0.20832876364390054,0.07812380790710449,0.16925553480784097,0.20832816759745282,0.10415156682332358,0.27339339256286616,0.16926248868306476,0.16923387845357257
cor!=,0.35153786341349286,0.3124753634134928,0.27342836062113446,0.3515092531840006,0.35152713457743323,0.351521372795105,0.35150130589803064,0.351522962252299,0.35152832667032874,0.35153269767761236,0.31247079372406006,0.1432053248087565,0.24736245473225912,0.31321426232655847
cpa>,0.20830969015757242,0.20831763744354248,0.20829836527506512,0.2101147174835205,0.20832637945810953,0.20832677682240805,0.07812559604644775,0.20831823348999023,0.27341604232788086,0.20832320054372153,0.20830154418945312,0.07812023162841797,0.07812082767486572,0.1432319482167562
cpl>,0.10415693124135336,0.10415335496266684,0.14321128527323404,0.07811546325683594,0.10415891806284586,0.1432176431020101,0.27342398961385095,0.14322380224863687,0.07811784744262695,0.20831326643625897,0.10415315628051758,0.10415613651275635,0.2083057165145874,0.16925891240437826
cor>,0.31249205271402997,0.24781405925750732,0.24737675984700522,0.35151938597361243,0.2733834584554036,0.3124558925628662,0.3124564886093139,0.3124678134918213,0.3515249490737915,0.31244715054829914,0.31247377395629883,0.3124630451202393,0.1432176431020101,0.35151759783426917
cpa<,0.2083045244216919,0.16926447550455728,0.1432176431020101,0.20831962426503497,0.2734376986821493,0.14322280883789062,0.14322876930236816,0.07812619209289551,0.2734120686848958,0.24737695852915448,0.2083146572113037,0.16925573348999023,0.1432118813196818,0.14321823914845785
cpl<,0.07811605930328369,0.07812082767486572,0.16925513744354248,0.06510019302368164,0.0,0.19529561201731366,0.06510217984517416,0.1953055461247762,0.03905832767486572,0.06510317325592041,0.10416050752003989,0.10415931542714438,0.14321704705556235,0.169256329536438
