,GradCAM,GradCAMPP,Saliency,DeconvNet,GradientInput,GuidedBackprop,IntegratedGradients,SmoothGrad,SquareGrad,VarGrad,Occlusion,Rise,KernelShap,Lime
Deletion,7.174909313519795,1.9668954610824585,2.148279150327047,1.979000171025594,1.8775318066279092,1.874849796295166,1.8135460217793782,1.8487370014190674,1.9138133525848389,2.0310644308725996,1.8357757727305095,1.7967408895492554,1.8748786052068074,1.939974029858907
Insertion,4.999593496322632,1.7324699958165488,1.7770399649937947,1.8357737859090169,1.8358337879180908,1.7320291201273599,1.874851187070211,1.77138090133667,1.8106903632481892,1.8908605972925823,1.7456692457199097,1.770666241645813,1.8357797463734944,1.7967339356740315
MuFidelity,31.865563591321308,21.62919521331787,21.199582417805992,20.606186588605244,20.718152721722923,20.78778564929962,20.529605746269226,21.016833782196045,20.92520912488302,21.223116318384804,21.12128973007202,20.756301879882812,21.134870648384094,20.680973728497822
CosSim,0.039061903953552246,0.0,0.0,0.13025999069213867,0.14321049054463705,0.10415315628051758,0.0,0.0651627779006958,0.06510516007741293,0.03906905651092529,0.00837544600168864,0.14330565929412842,0.06515979766845703,0.0
SSIM,0.45562922954559326,0.41648387908935547,0.4179269075393677,1.288869579633077,1.3540188471476235,1.3279861211776733,1.4842351277669272,1.36792520682017,1.38412336508433,1.4321452379226682,0.3906027475992839,0.4179658492406209,0.4165714979171753,0.41661083698272705
Conciseness,0.06509721279144287,0.10415891806284586,0.06509323914845785,0.0,0.0,0.0390702486038208,0.0,0.0,0.0,0.06510714689890543,0.0,0.0,0.10415256023406982,0.0650942325592041
F1,1.3292348384857178,1.4321611324946086,1.3280115524927774,1.8096548318862915,1.679548223813375,1.7451282342274983,1.7456940809885662,1.9142129023869832,1.810131271680196,1.7669008175532022,1.393722693125407,1.328551173210144,1.328019102414449,1.288905739784241
MAE,0.20839889844258624,0.27352690696716314,0.24740874767303467,0.2083537975947062,0.14329950014750162,0.2083714803059896,0.24746994177500406,0.31311372915903724,0.2083305517832438,0.24745623270670575,0.2083498239517212,0.20834942658742267,0.2734424670537313,0.2734263737996419
IoU,1.2888449430465698,1.2498013178507485,1.2503701448440554,1.7315880457560222,1.6013318300247192,1.6404273112614949,1.6013264656066895,1.7185453573862712,1.6798839966456094,1.6404072443644204,1.2503556410471597,1.1847750345865886,1.288927396138509,1.2889289855957031
PR,1.288943886756897,1.2889295816421509,1.2889669338862102,1.7191328605016072,1.6797888278961182,1.6795291503270466,1.6795247793197632,1.8231948216756184,1.7837166786193848,1.7446420590082803,1.2889526287714639,1.28893772761027,1.3545439640680947,1.2498931090037027
RE,1.2889579931894937,1.2889647483825684,1.3280228773752847,1.7446470260620117,1.6795533895492554,1.7456269264221191,1.705591877301534,1.7837117115656536,1.7446380853652954,1.68110191822052,1.3935395081837973,1.249898672103882,1.328392227490743,1.2897557020187378
EBPG,0.13030370076497397,0.14329751332600912,0.039067864418029785,0.10423580805460611,0.27350664138793945,0.16991297403971353,0.1302679379781087,0.13025204340616864,0.03905892372131348,0.0,0.13021528720855713,0.14331658681233725,0.06510118643442789,0.10418077309926352
RRA,0.10416825612386069,0.06510416666666666,0.10416766007741293,0.0,0.0,0.0,0.03906130790710449,0.039060115814208984,0.10417799154917398,0.27345120906829834,0.14322161674499512,0.06510217984517416,0.039063096046447754,0.10417560736338297
cpa!=,0.2082232634226481,0.14368414878845215,0.20831485589345297,0.20825982093811035,0.27336776256561274,0.2734378973642985,0.296512246131897,0.31242668628692627,0.24737616380055744,0.07811784744262695,0.07811844348907471,0.20822505156199136,0.1432184378306071,0.1432118813196818
cpl!=,0.10415434837341309,0.2083146572113037,0.10415752728780112,0.10416527589162192,0.07811009883880615,0.07811963558197021,0.07812857627868652,0.07812798023223877,0.14321605364481607,0.2734140555063883,0.19525388876597086,0.07812380790710449,0.0650991996129354,0.16924659411112467
cor!=,0.2473809321721395,0.3134504954020182,0.31248112519582116,0.3515199820200602,0.35152951876322425,0.3515340884526571,0.3519384066263834,0.35154243310292566,0.31247874101003015,0.3124688069025675,0.28644859790802,0.2734152475992838,0.31247337659200036,0.31248609224955237
cpa>,0.20830512046813965,0.14319737752278647,0.20831545193990073,0.27343034744262695,0.27341624101003015,0.20829896132151285,0.3132496277491251,0.2083110809326172,0.20832180976867676,0.20831326643625894,0.07812321186065674,0.2734037240346273,0.2734261751174926,0.14320810635884604
cpl>,0.039060115814208984,0.10416587193806967,0.10415355364481607,0.07811367511749268,0.07871747016906738,0.14321724573771158,0.03905773162841797,0.14322499434153238,0.10415097077687582,0.03906071186065674,0.1692416270573934,0.07811605930328369,0.07811605930328369,0.2083069086074829
cor>,0.24737497170766196,0.24738649527231854,0.20830631256103516,0.3124845027923584,0.3515352805455526,0.35152216752370197,0.27343273162841797,0.27342140674591064,0.35153349240620935,0.3515313069025675,0.2083162466684977,0.2734162410100301,0.27339597543080646,0.20831584930419922
cpa<,0.1432196299235026,0.20831525325775146,0.2734313408533732,0.2083061138788859,0.27341504891713464,0.07812619209289551,0.2734142541885376,0.20894984404246011,0.20830929279327393,0.2734220027923584,0.14320969581604004,0.16925950845082602,0.27341226736704505,0.14321664969126383
cpl<,0.16924957434336343,0.10414779186248779,0.07811784744262695,0.1302023728688558,0.0,0.23509164651234943,0.06509323914845785,0.16926884651184082,0.14321347077687582,0.07811665534973145,0.1432180404663086,0.10416070620218912,0.07812023162841797,0.07811903953552246
cor<,0.31247019767761236,0.3124745686848958,0.2733953793843587,0.3124690055847168,0.2734194199244181,0.31247158845265705,0.2473539113998413,0.31246165434519446,0.3515372673670451,0.352211594581604,0.20831545193990073,0.313338041305542,0.27341246604919434,0.2083146572113037
cor_nosign,0.31247437000274664,0.3124779462814331,0.35195350646972656,0.3515291213989257,0.2864255507787069,0.3522056341171264,0.31247238318125403,0.3124674161275228,0.31247794628143316,0.3124868869781494,0.3124743700027466,0.27342339356740314,0.35153349240620935,0.35153448581695557
cor_sign,0.4947507381439209,0.5598491430282593,0.6249630451202393,0.6639979283014934,0.6379681825637817,0.6640050808588664,0.6640022993087769,0.6249487400054932,0.6436129411061605,0.6249441703160603,0.5858961741129558,0.5598487456639607,0.6249517202377319,0.6253943840662639
